"questionId","category","difficulty","questionContent","answerA","answerB","answerC","answerD","correctAnswerIndex","correctAnswerLetter","correctAnswerText","sourceFile","createdAt"
"q_347","Mã hóa khóa công khai & RSA","Medium","Một hệ mã hóa (cryptosystem) được cấu thành từ hai thành phần chính gồm:","Phương pháp mã hóa và chia khối","Giải thuật mã hóa và ký số","Phương pháp mã hóa và không gian khóa","Giải thuật mã hóa và giải mã","2","C","Phương pháp mã hóa và không gian khóa","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786790"
"q_348","Mã hóa khóa công khai & RSA","Easy","Đây là một phương pháp mã hóa","OR","AND","NOT","XOR","3","D","XOR","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786793"
"q_349","Mã hóa khóa công khai & RSA","Medium","Kích thước khối dữ liệu xử lý của giải thuật mã hóa AES là:","160 bit","64 bit","192 bít","128 bit","3","D","128 bit","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786796"
"q_350","Mã hóa khóa công khai & RSA","Hard","Điểm khác nhau chính giữa hai loại hàm băm MDC và MAC là:","MDC là loại hàm băm không khóa, còn MAC là loại hàm băm có khóa","MDC có khả năng chống đụng độ cao hơn MAC","MDC an toàn hơn MAC","MAC an toàn hơn MDC","0","A","MDC là loại hàm băm không khóa, còn MAC là loại hàm băm có khóa","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786800"
"q_351","Mã hóa khóa công khai & RSA","Easy","Chữ ký số (sử dụng riêng) thường được sử dụng để đảm bảo thuộc tính nào sau đây của thông điệp truyền đưa:","Tính bí mật","Tính không chối bỏ","Tính sẵn dùng","Tính toàn vẹn","3","D","Tính toàn vẹn","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786803"
"q_352","Mã hóa khóa công khai & RSA","Medium","Trong hệ chữ ký số RSA, việc tạo chữ ký số cho một thông điệp cần sử dụng một khóa. Khóa đó là:","Khóa riêng của người nhận","Khóa công khai của người nhận","Khóa công khai của người gửi","Khóa riêng của người gửi","3","D","Khóa riêng của người gửi","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786807"
"q_353","Mã hóa khóa công khai & RSA","Medium","Một trong các điểm yếu của các hệ mã hóa khóa công khai là:","Khó cài đặt trên thực tế","Khó khăn trong quản lý và phân phối khóa","Tốc độ chậm","Độ an toàn thấp","2","C","Tốc độ chậm","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786810"
"q_354","Mã hóa khóa công khai & RSA","Easy","Phát biểu nào sau đây về chữ ký số là chính xác:","Chữ ký số là một chuỗi dữ liệu được tạo ra bằng cách mã hóa thông điệp sử dụng khóa bí mật","Chữ ký số là một chuỗi dữ liệu liên kết với một thông điệp và thực thể tạo ra thông điệp","Chữ ký số được sử dụng để đảm bảo tính bí mật và toàn vẹn thông điệp","Chữ ký số được sử dụng để đảm bảo tính bí mật, toàn vẹn và xác thực thông điệp","1","B","Chữ ký số là một chuỗi dữ liệu liên kết với một thông điệp và thực thể tạo ra thông điệp","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786814"
"q_355","Mã hóa khóa công khai & RSA","Medium","Hai thuộc tính cơ bản quan trọng nhất của một hàm băm là:","Nén và một chiều","Dễ tính toán và có đầu ra cố định","Một chiều và đầu ra cố định","Nén và dễ tính toán","3","D","Nén và dễ tính toán","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786817"
"q_356","Mã hóa khóa công khai & RSA","Medium","Độ an toàn của hệ mật mã RSA dựa trên...","Độ phức tạp cao của giải thuật RSA","Chi phí tính toán lớn","Tính khó của việc phân tích số nguyên rất lớn","Khóa có kích thước lớn","2","C","Tính khó của việc phân tích số nguyên rất lớn","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786821"
"q_357","Mã hóa khóa công khai & RSA","Easy","Khi sinh cặp khóa RSA, các số nguyên tố p và q nên được chọn với kích thước…","p càng lớn càng tốt","Bằng khoảng một nửa kích thước của modulo n","Không có yêu cầu về kích thước của p và q","q càng lớn càng tốt","1","B","Bằng khoảng một nửa kích thước của modulo n","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786837"
"q_358","Mã hóa khóa công khai & RSA","Medium","Tìm phát biểu đúng về mã hóa khóa bất đối xứng (Asymmetric key cryptography):","An toàn hơn mã hóa khóa bí mật","Sử dụng một khóa quá trình mã hóa và một khóa khác cho giải mã","Chỉ sử dụng kỹ thuật mã hóa khối","Sử dụng một khóa chung cho cả quá trình mã hóa và giải mã","1","B","Sử dụng một khóa quá trình mã hóa và một khóa khác cho giải mã","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786841"
"q_359","Mã hóa khóa công khai & RSA","Medium","Tìm phát biểu đúng về mã hóa khóa đối xứng (Symmetric key cryptography):","Sử dụng một khóa chung cho cả quá trình mã hóa và giải mã","Sử dụng một khóa quá trình mã hóa và một khóa khác cho giải mã","An toàn hơn mã hóa khóa công khai","Chỉ sử dụng kỹ thuật mã hóa khối","0","A","Sử dụng một khóa chung cho cả quá trình mã hóa và giải mã","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786844"
"q_360","Mã hóa khóa công khai & RSA","Easy","Sử dụng kết hợp chứng chỉ số khóa công khai và chữ ký số có thể đảm bảo:","Xác thực thực thể và toàn vẹn thông tin truyền","Xác thực thực thể và bí mật thông tin truyền","Bí mật và xác thực nguồn gốc thông tin truyền","Bí mật và toàn vẹn thông tin truyền","0","A","Xác thực thực thể và toàn vẹn thông tin truyền","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786848"
"q_361","Mã hóa khóa công khai & RSA","Medium","Số lượng vòng lặp chính thực hiện xáo trộn dữ liệu theo hàm Feistel (F) trong giải thuật DES là:","14","16","18","20","1","B","16","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786851"
"q_362","Mã hóa khóa công khai & RSA","Medium","Các hộp thay thế s-box trong giải thuật DES có số bít đầu vào và đầu ra tương ứng là:","Vào 4 bít và ra 4 bít","Vào 6 bít và ra 6 bít","Vào 8 bít và ra 6 bít","Vào 6 bít và ra 4 bít","3","D","Vào 6 bít và ra 4 bít","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786856"
"q_363","Mã hóa khóa công khai & RSA","Easy","Một trong các ứng dụng phổ biến của các hàm băm là để tạo chuỗi...","CheckError","CheckTotal","CheckNum","Checksum","3","D","Checksum","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786859"
"q_364","Mã hóa khóa công khai & RSA","Hard","PGP đảm bảo tính bí mật thông điệp bằng cách sử dụng:","Mã hóa khóa bất đối xứng sử dụng khóa công khai","Mã hóa khóa đối xứng sử dụng khóa phiên","Mã hóa khóa đối xứng sử dụng khóa công khai","Mã hóa khóa bất đối xứng sử dụng khóa phiên","0","A","Mã hóa khóa bất đối xứng sử dụng khóa công khai","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786863"
"q_365","Mã hóa khóa công khai & RSA","Medium","Trong quá trình xử lý thông điệp đầu vào tạo chuỗi băm, số lượng vòng xử lý của hàm băm SHA1 là:","80","90","60","70","0","A","80","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786866"
"q_366","Mã hóa khóa công khai & RSA","Easy","Giải thuật mã hóa AES được thiết kế dựa trên…","mạng hoán vị-vernam","mạng xor-thay thế","mạng hoán vị-thay thế","mạng hoán vị-xor","2","C","mạng hoán vị-thay thế","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786870"
"q_367","Mã hóa khóa công khai & RSA","Medium","Một trong các điểm yếu của các hệ mã hóa khóa đối xứng là:","Chi phí tính toán lớn","Khó khăn trong quản lý và phân phối khóa","Độ an toàn thấp","Khó khăn trong cài đặt và triển khai hệ thống","1","B","Khó khăn trong quản lý và phân phối khóa","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786874"
"q_368","Mã hóa khóa công khai & RSA","Medium","Số vòng lặp chuyển đổi cần thực hiện để chuyển bản rõ thành bản mã của giải thuật mã hóa AES với khóa 192 bít là:","10","12","16","14","1","B","12","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786877"
"q_369","Mã hóa khóa công khai & RSA","Easy","Phát biểu nào sau đây về chữ ký số là chính xác:","Chữ ký số là một chuỗi dữ liệu được tạo ra bằng cách mã hóa thông điệp sử dụng khóa bí mật","Chữ ký số là một chuỗi dữ liệu liên kết với một thông điệp và thực thể tạo ra thông điệp","Chữ ký số được sử dụng để đảm bảo tính bí mật, toàn vẹn và xác thực thông điệp","Chữ ký số được sử dụng để đảm bảo tính bí mật và toàn vẹn thông điệp","1","B","Chữ ký số là một chuỗi dữ liệu liên kết với một thông điệp và thực thể tạo ra thông điệp","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786881"
"q_370","Mã hóa khóa công khai & RSA","Medium","Một trong các ứng dụng phổ biến của các hàm băm một chiều là để...","Mã hóa thẻ tín dụng","Mã hóa địa chỉ","Mã hóa mật khẩu","Mã hóa tên tài khoản","2","C","Mã hóa mật khẩu","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786884"
"q_371","Mã hóa khóa công khai & RSA","Hard","Giao thức SSL sử dụng giao thức con SSL Handshake để khởi tạo phiên làm việc. SSL Handshake thực hiện việc xác thực thực thể dựa trên:","Chứng chỉ số khóa công khai","Mã hóa khóa bí mật","Mã hóa khóa công khai","Chữ ký số","0","A","Chứng chỉ số khóa công khai","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786888"
"q_372","Mã hóa khóa công khai & RSA","Easy","PGP đảm bảo tính xác thực thông điệp bằng cách:","Mã hóa/giải mã thông điệp","Sử dụng hàm băm có khóa MAC","Sử dụng hàm băm không khóa MDC","Tạo và kiểm tra chữ ký số","1","B","Sử dụng hàm băm có khóa MAC","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786891"
"q_373","Mã hóa khóa công khai & RSA","Medium","Các máy tính ma/máy tính bị chiếm quyền điều khiển thường được tin tặc sử dụng để ..","Gửi các yêu cầu chèn mã","Gửi thư rác, thư quảng cáo","Thực hiện tấn công tràn bộ đệm","Đánh cắp dữ liệu từ máy chủ CSDL","-1","@","","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786894"
"q_374","Mã hóa khóa công khai & RSA","Medium","Các zombie thường được tin tặc sử dụng để…","Thực hiện tấn công DoS","Thực hiện tấn công tràn bộ đệm","Thực hiện tấn công DDoS","Đánh cắp dữ liệu từ máy chủ cơ sở dữ liệu","-1","@","","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786898"
"q_375","Mã hóa khóa công khai & RSA","Easy","Dạng tấn công chèn mã được tin tặc sử dụng phổ biến trên các trang web nhắm đến các cơ sở dữ liệu là:","Tấn công chèn mã SQL","Tấn công chèn mã XSS","Tấn công chèn mã CSRF","Tấn công chèn mã HTML","-1","@","","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786901"
"q_376","Hàm băm & Chữ ký số","Medium","Nguyên tắc bảo mật tài nguyên của mô hình Bell-La Padula là:","Đọc lên và ghi lên","Đọc xuống và ghi xuống","Đọc xuống và ghi lên","Đọc lên và ghi xuống","2","C","Đọc xuống và ghi lên","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786905"
"q_377","Hàm băm & Chữ ký số","Medium","Tính bảo mật của kỹ thuật điều khiển truy nhập sử dụng mật khẩu dựa trên:","Tần suất sử dụng mật khẩu","Kích thước của mật khẩu","Độ khó đoán và tuổi thọ của mật khẩu","Số loại ký tự dùng trong mật khẩu","2","C","Độ khó đoán và tuổi thọ của mật khẩu","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786908"
"q_378","Hàm băm & Chữ ký số","Easy","Phát hiện tấn công, xâm nhập dựa trên bất thường có tiềm năng phát hiện các loại tấn công, xâm nhập mới là do:","Không yêu cầu biết trước thông tin về chúng","Đã có chữ ký của các tấn công, xâm nhập mới","Các tấn công, xâm nhập mới thường dễ nhận biết","Không yêu cầu xây dựng cơ sở dữ liệu các chữ ký","0","A","Không yêu cầu biết trước thông tin về chúng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786912"
"q_379","Hàm băm & Chữ ký số","Medium","Một trong các điểm yếu làm giảm hiệu quả của phát hiện tấn công, xâm nhập dựa trên bất thường là:","Không có khả năng ngăn chặn tấn công, đột nhập","Không có khả năng phát hiện các cuộc tấn công Dos","Tỷ lệ cảnh báo sai cao","Không có khả năng phát hiện tấn công, xâm nhập mới","2","C","Tỷ lệ cảnh báo sai cao","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786916"
"q_380","Hàm băm & Chữ ký số","Medium","Phát hiện tấn công, xâm nhập dựa trên bất thường dựa trên giá thiết:","Các hành vi tấn công, xâm nhập thường có quan hệ chặt chẽ với các hành vi bất thường","Các hành vi tấn công, xâm nhập gây ngắt quãng dịch vụ cung cấp cho người dùng","Các hành vi tấn công, xâm nhập có quan hệ chặt chẽ với các dịch vụ được cung cấp","Các hành vi tấn công, xâm nhập gây tổn hại nghiêm trọng cho hệ thống","0","A","Các hành vi tấn công, xâm nhập thường có quan hệ chặt chẽ với các hành vi bất thường","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786921"
"q_381","Hàm băm & Chữ ký số","Easy","Ưu điểm của điều khiển truy nhập dựa trên các đặc điểm sinh trắc học là:","Bảo mật cao và độ ổn định cao","Bảo mật cao và chi phí thấp","Bảo mật cao và luôn đi cùng với chủ thể","Bảo mật cao và được hỗ trợ rộng rãi","2","C","Bảo mật cao và luôn đi cùng với chủ thể","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786924"
"q_382","Hàm băm & Chữ ký số","Medium","Một ưu điểm của tường lửa có trạng thái so với tường lửa không trạng thái là:","Lọc nội dung gói tốt hơn","Nhận dạng được các dạng tấn công và các phần mềm độc hại","Chạy nhanh hơn","Phân biệt được các gói tin thuộc về các kết nối mạng khác nhau","3","D","Phân biệt được các gói tin thuộc về các kết nối mạng khác nhau","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786928"
"q_383","Hàm băm & Chữ ký số","Medium","Các phương pháp xử lý, phân tích dữ liệu và mô hình hoá trong phát hiện tấn công, xâm nhập dựa trên bất thường, gồm:","Thống kê, học máy, khai phá dữ liệu","Học máy, khai phá dữ liệu, agents","Thống kê, học máy, đồ thị","Thống kê, đối sánh chuỗi, đồ thị","0","A","Thống kê, học máy, khai phá dữ liệu","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786931"
"q_384","Hàm băm & Chữ ký số","Easy","Phát biểu nào sau đây đúng với cơ chế điều khiển truy nhập dựa trên vai trò - RBAC:","RBAC cho phép người tạo ra đối tượng có thể cấp quyền truy nhập cho người dùng khác","RBAC là cơ chế điều khiển truy nhập được sử dụng rộng rãi nhất","RBAC cấp quyền truy nhập dựa trên vai trò của người dùng trong tổ chức","RBAC cấp quyền truy nhập dựa trên tính nhạy cảm của thông tin và chính sách quản trị","2","C","RBAC cấp quyền truy nhập dựa trên vai trò của người dùng trong tổ chức","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786935"
"q_385","Hàm băm & Chữ ký số","Hard","Phát biểu nào sau đây đúng với cơ chế điều khiển truy nhập DAC:","DAC cho phép người tạo ra đối tượng có thể cấp quyền truy nhập cho người dùng khác","DAC cấp quyền truy nhập dựa trên tính nhạy cảm của thông tin và chính sách quản trị","DAC là cơ chế điều khiển truy nhập được sử dụng rộng rãi nhất","DAC quản lý quyền truy nhập chặt chẽ hơn các cơ chế khác","0","A","DAC cho phép người tạo ra đối tượng có thể cấp quyền truy nhập cho người dùng khác","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786938"
"q_386","Hàm băm & Chữ ký số","Medium","Đâu là một công cụ có khả năng rà quét các lỗ hổng chèn mã SQL cho các trang web?","nmap","Microsoft Baseline Security Analyzer","Nessus vulnerability scanner","Acunetix Web Vulnerability Scanner","3","D","Acunetix Web Vulnerability Scanner","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786942"
"q_387","Hàm băm & Chữ ký số","Easy","Danh sách điều khiển truy nhập ACL thực hiện việc quản lý quyền truy nhập đến các đối tượng cho người dùng bằng cách:","Các quyền truy nhập vào đối tượng cho mỗi người dùng được quản lý trong một ma trận","Các quyền truy nhập vào đối tượng cho mỗi người dùng được quản lý riêng rẽ","Mỗi người dùng được gán một danh sách các đối tượng kèm theo quyền truy nhập","Mỗi đối tượng được gán một danh sách người dùng kèm theo quyền truy nhập","3","D","Mỗi đối tượng được gán một danh sách người dùng kèm theo quyền truy nhập","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786945"
"q_388","Hàm băm & Chữ ký số","Medium","Tường lửa không thể chống lại...","Các hiểm họa từ bên trong","Các hiểm họa từ bên ngoài","Tấn công giả mạo địa chỉ","Tấn công từ mạng Internet","0","A","Các hiểm họa từ bên trong","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786948"
"q_389","Hàm băm & Chữ ký số","Medium","Sự khác biệt chính giữa hệ thống ngăn chặn xâm nhập (IPS) và hệ thống phát hiện xâm nhập (IDS) là:","IPS phát hiện xâm nhập hiệu quả hơn","IPS có khả năng chủ động ngăn chặn xâm nhập","IDS phát hiện xâm nhập hiệu quả hơn","IDS có khả năng chủ động ngăn chặn xâm nhập","1","B","IPS có khả năng chủ động ngăn chặn xâm nhập","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786953"
"q_390","Hàm băm & Chữ ký số","Easy","Tường lửa lọc gói có thể lọc các thông tin nào trong gói tin?","Chỉ các thông tin trong header của gói tin","Chỉ các thông tin trong payload của gói tin","Chỉ lọc địa chỉ IP trong gói tin","Cả thông tin trong header và payload của gói tin","0","A","Chỉ các thông tin trong header của gói tin","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786956"
"q_391","Hàm băm & Chữ ký số","Medium","Không nên sử dụng nhiều hơn 1 phần mềm quét virus chạy ở chế độ quét theo thời gian thực trên một máy tính vì:","Các phần mềm quét virus xung đột với nhau","Các phần mềm quét virus không thể hoạt động","Các phần mềm quét virus chiếm nhiều tài nguyên","Các phần mềm quét virus tấn công lẫn nhau","0","A","Các phần mềm quét virus xung đột với nhau","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786961"
"q_392","Hàm băm & Chữ ký số","Hard","Phát biểu nào sau đây đúng với cơ chế điều khiển truy nhập bắt buộc MAC:","MAC cho phép người tạo ra đối tượng có thể cấp quyền truy nhập cho người dùng khác","MAC quản lý quyền truy nhập chặt chẽ hơn các cơ chế khác","MAC cấp quyền truy nhập dựa trên tính nhạy cảm của thông tin và chính sách quản trị","MAC là cơ chế điều khiển truy nhập được sử dụng rộng rãi nhất","2","C","MAC cấp quyền truy nhập dựa trên tính nhạy cảm của thông tin và chính sách quản trị","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786964"
"q_393","Hàm băm & Chữ ký số","Easy","Đâu là một loại tường lửa?","Server gateway","Application server","Application-level gateway","Gateway server","2","C","Application-level gateway","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786968"
"q_394","Hàm băm & Chữ ký số","Medium","Ví điện tử Paypal là một dạng...","Khóa mã (encrypted key)","The ATM","Thẻ bài (token)","Thẻ thông minh (smart card)","2","C","Thẻ bài (token)","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786971"
"q_395","Hàm băm & Chữ ký số","Medium","Dạng xác thực sử dụng các thông tin nào dưới đây đảm bảo độ an toàn cao hơn?","Thẻ ATM và tên truy nhập","Tên truy nhập và số PIN","Thẻ ATM và số PIN","Tên truy nhập và mật khẩu","2","C","Thẻ ATM và số PIN","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786976"
"q_396","Hàm băm & Chữ ký số","Easy","Một trong các dạng khóa mã (encrypted keys) được sử dụng rộng rãi trong điều khiển truy nhập là:","E-token","Chứng chỉ số khóa công khai","The ATM","Mobile-token","1","B","Chứng chỉ số khóa công khai","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786979"
"q_397","Hàm băm & Chữ ký số","Medium","Tại sao một hệ thống phát hiện xâm nhập dựa trên chữ ký không thể phát hiện các tấn công, xâm nhập mới?","Do chữ ký của chúng chưa tồn tại trong hệ thống","Do các tấn công, xâm nhập mới không có chữ ký","Do các tấn công, xâm nhập mới không gây ra bất thường","Do các tấn công, xâm nhập mới chỉ gây thiệt hại nhỏ","0","A","Do chữ ký của chúng chưa tồn tại trong hệ thống","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786982"
"q_398","Hàm băm & Chữ ký số","Medium","Ưu điểm của thẻ bài (token) so với thẻ thông minh (smart card) trong điều khiển truy nhập là:","Có cơ chế xác thực mạnh hơn","Có cơ chế xác thực đa dạng hơn","Được sử dụng rộng rãi hơn","Có chi phí rẻ hơn","0","A","Có cơ chế xác thực mạnh hơn","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786986"
"q_399","Hàm băm & Chữ ký số","Easy","Phương pháp xác thực nào dưới đây có thể cung cấp khả năng xác thực có độ an toàn cao nhất?","Sử dụng Smartcard","Sử dụng vân tay","Sử dụng chứng chỉ số","Sử dụng mật khẩu","1","B","Sử dụng vân tay","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786989"
"q_400","Hàm băm & Chữ ký số","Medium","Đâu là các tính năng của kiểm soát truy nhập sử dụng tường lửa?","Kiểm soát dịch vụ và các phần mềm","Kiểm soát người dùng và tin tặc","Kiểm soát dịch vụ và hướng","Kiểm soát virus và các malware khác","2","C","Kiểm soát dịch vụ và hướng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786993"
"q_401","Hàm băm & Chữ ký số","Medium","Ba cơ chế điều khiển truy nhập thông dụng gồm:","DAC, MAC và RRAC","DAC, BAC và RBAC","DAC, MAC và BAC","DAC, MAC và RBAC","3","D","DAC, MAC và RBAC","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.786996"
"q_402","Hàm băm & Chữ ký số","Easy","Mục đích chính của điều khiển truy nhập là để đảm bảo các thuộc tính an ninh của thông tin, hệ thống và các tài nguyên, gồm:","Tính bảo mật, tính toàn vẹn và tính xác thực","Tính bí mật, tính toàn vẹn và tính xác thực","Tính bảo mật, tính toàn vẹn và tính sẵn dùng","Tính bí mật, tính toàn vẹn và tính sẵn dùng","3","D","Tính bí mật, tính toàn vẹn và tính sẵn dùng","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.787000"
"q_403","Hàm băm & Chữ ký số","Medium","Số lượng nhân tố (factor) xác thực sử dụng trong điều khiển truy nhập dựa trên thẻ thông minh là:","1","3","2","4","2","C","2","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.787003"
"q_404","Hàm băm & Chữ ký số","Medium","Một nhiệm vụ chính của các hệ thống IDS/IPS là:","Truy tìm và tấn công ngược lại hệ thống của tin tặc","Giám sát lưu lượng mạng hoặc các hành vi trên một hệ thống để nhận dạng các dấu hiệu của tấn công, xâm nhập","Giám sát lưu lượng mạng nhận dạng các dấu hiệu của tấn công, xâm nhập","Giám sát các hành vi trên một hệ thống để nhận dạng các dấu hiệu của tấn công, xâm nhập","1","B","Giám sát lưu lượng mạng hoặc các hành vi trên một hệ thống để nhận dạng các dấu hiệu của tấn công, xâm nhập","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.787006"
"q_405","Hàm băm & Chữ ký số","Easy","Hai dịch vụ quan trọng nhất của một hệ thống điều khiển truy nhập là:","Authentication và Authorization","Authenticator và Administrator","Administrator và Authorization","Authentication và Administrator","0","A","Authentication và Authorization","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.787010"
"q_406","Hàm băm & Chữ ký số","Hard","Tìm phát biểu đúng về phát hiện xâm nhập dựa trên chữ ký và phát hiện xâm nhập dựa trên bất thường:","Phát hiện xâm nhập dựa trên chữ ký thường có tỷ lệ phát hiện đúng cao hơn","Tính bảo mật, tính toàn vẹn và tính xác thực","Tính bảo mật, tính toàn vẹn và tính sẵn dùng","Tính bí mật, tính toàn vẹn và tính sẵn dùng","0","A","Phát hiện xâm nhập dựa trên chữ ký thường có tỷ lệ phát hiện đúng cao hơn","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.787013"
"q_407","Hàm băm & Chữ ký số","Medium","Tìm phát biểu đúng về dịch vụ xác thực trong điều khiển truy nhập:","Là quá trình xác minh tính chân thực của thông tin nhận dạng người dùng cung cấp","Là quá trình xác minh nhận dạng của chủ thể","Là quá trình xác minh các thông tin nhận dạng của chủ thể yêu cầu truy nhập đối tượng","Là quá trình xác minh nhận dạng của người dùng","0","A","Là quá trình xác minh tính chân thực của thông tin nhận dạng người dùng cung cấp","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.787016"
"q_408","Hàm băm & Chữ ký số","Easy","Loại tấn công nào sau đây chiếm quyền truy nhập đến tài nguyên lợi dụng cơ chế điều khiển truy nhập DAC?","Spoofing","Trojan horse","Man in the middle","Phishing","1","B","Trojan horse","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.787019"
"q_409","Hàm băm & Chữ ký số","Medium","Đâu là tên viết đúng của Hệ thống phát hiện đột nhập/xâm nhập?","Intrusion Detector System","Intrusion Detecting System","Intrusion Detection System","Instruction Detection System","2","C","Intrusion Detection System","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.787023"
"q_410","Hàm băm & Chữ ký số","Medium","Một trong các nhược điểm chính của điều khiển truy nhập dựa trên các đặc điểm sinh trắc học là:","Không được hỗ trợ rộng rãi","Chi phí đắt","Khó sử dụng","Công nghệ phức tạp","1","B","Chi phí đắt","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.787026"
"q_411","Hàm băm & Chữ ký số","Easy","Ưu điểm của mật khẩu một lần (OTP-One Time Password) so với mật khẩu truyền thống là:","Chống được tấn công từ điển","Chống được tấn công vét cạn","Chống được tấn công phá mã","Chống được tấn công phát lại","3","D","Chống được tấn công phát lại","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.787029"
"q_412","Hàm băm & Chữ ký số","Medium","Kỹ thuật tấn công SYN Floods khai thác điểm yếu trong khâu nào trong bộ giao thức TCP/IP? Bắt tay 3 bước Bắt tay 2 bước Xác thực người dùng Truyền dữ liệu Tấn công từ chối dịch vụ (Dos - Denial of Service Attacks) là dạng tấn công có khả năng…","Cản trở người dùng hợp pháp truy nhập các file dữ liệu của hệ thống","Cản trở người dùng hợp pháp truy nhập các tài nguyên hệ thống","Đánh cắp dữ liệu trong hệ thống","Gây hư hỏng phần cứng máy chủ","-1","@","","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.787879"
"q_413","Hàm băm & Chữ ký số","Hard","Kích thước khóa hiệu dụng của hệ mã hóa DES là:","64 bít","128 bít","56 bít","48 bít","-1","@","","Ôn tập trắc nghiệm_1_1.docx","2026-06-13T18:59:22.787883"
